ID,英文名稱,中文名稱,圖片,更新日期
11547406,acid metalized dye,含金属酸性染料,,2020-12-01
11547407,acid number,酸值,,2020-12-01
11547408,acid open-hearth furnace,酸性平炉,,2020-12-01
11547409,acid open-hearth process,酸性平炉法,,2020-12-01
11547410,acid open-hearth steel,酸性平炉钢,,2020-12-01
11547411,acid oxide,酸性氧化物,,2020-12-01
11547412,acid pickling,酸洗,,2020-12-01
11547413,acid pig iron,酸性生铁,,2020-12-01
11547414,acid polishing,酸磨光,,2020-12-01
11547415,acid process,用酸作业,,2020-12-01
11547416,acid proof alloy,耐酸合金,,2020-12-01
11547417,acid proof cast iron,耐酸铸铁,,2020-12-01
11547418,acid refractory,酸性耐火材,,2020-12-01
11547419,acid refractory material,酸性耐火材料,,2020-12-01
11547420,acid resisting cast iron,耐酸铸铁,,2020-12-01
11547421,acid resisting enamel,抗酸珐瑯；抗酸搪瓷,,2020-12-01
11547422,acid resisting steel,耐酸钢,,2020-12-01
11547423,acid slag,酸性渣,,2020-12-01
11547424,acid steel,酸性钢,,2020-12-01
11547425,acid-core solder,酸心软銲条,,2020-12-01
11547426,acidic component,酸性成分,,2020-12-01
11547427,acidic rock,酸性岩,,2020-12-01
11547428,acidity,酸度,,2020-12-01
11547429,acidolysis,酸解,,2020-12-01
11547430,acid-pickling inhibitor,酸洗抑蚀剂,,2020-12-01
11547431,acid-proof brick,耐酸砖,,2020-12-01
11547432,acid-proof cement,耐酸水泥,,2020-12-01
11547433,aconitic acid triester,鸟头酸三酯,,2020-12-01
11547434,acoustic absorption coefficient,吸音系数,,2020-12-01
11547435,acoustic energy,音能,,2020-12-01
11547436,acoustic fatigue,音波疲劳｛亦称sonic fatigue，为由噪音或乱气流所产生之疲劳｝,,2020-12-01
11547437,acoustic impedance,音阻,,2020-12-01
11547438,acoustic isolation,隔音,,2020-12-01
11547439,acoustic mill,音控磨机,,2020-12-01
11547440,acoustic property,声学性质,,2020-12-01
11547441,acoustic tile,吸音砖,,2020-12-01
11547442,acoustics,声学,,2020-12-01
11547443,acousto-optic material,声光材料,,2020-12-01
11547444,acrylonitrile butadiene styrene (ABS),丙烯腈－丁二烯－苯二烯共聚物,,2020-12-01
11547445,actin filament,肌动蛋白丝,,2020-12-01
11547446,actinide series,锕化合物系列,,2020-12-01
11547447,actinium (Ac),锕,,2020-12-01
11547448,actinolite,阳起石,,2020-12-01
11547449,actino-uranium,锕铀,,2020-12-01
11547450,action spectrum,作用光谱,,2020-12-01
11547451,activated absorption,活性吸著,,2020-12-01
11547452,activated alumina,活性氧化铝,,2020-12-01
11547453,activated atom,活性原子,,2020-12-01
11547454,activated carbon,活性碳,,2020-12-01
11547455,activated charcoal,活性炭；活性木炭,,2020-12-01
11547456,activated diffusion,活化扩散,,2020-12-01
11547457,activation,活性化；活化,,2020-12-01
11547458,activation analysis,活化分析,,2020-12-01
11547459,activation energy,活化能,,2020-12-01
11547460,activation overvoltage,活化过电压,,2020-12-01
11547461,activation polarization,活化极化,,2020-12-01
11547462,activation-coupling technique,活化偶合技术,,2020-12-01
11547463,activator,活化剂,,2020-12-01
11547464,active carbon,活性碳,,2020-12-01
11547465,active clay,活性黏土,,2020-12-01
11547466,active material,活性材料,,2020-12-01
11547467,active region,活性区,,2020-12-01
11547468,active site,活性部位,,2020-12-01
11547469,active-passive metal,活性-钝态金属,,2020-12-01
11547470,active-passive transition,活性-钝态转换,,2020-12-01
11547471,activity,活性；活度,,2020-12-01
11547472,activity coefficient,活性系数,,2020-12-01
11547473,activity index,活性指数,,2020-12-01
11547474,actuator,致动器,,2020-12-01
11547475,acute inflammation,急性发炎,,2020-12-01
11547476,acute toxicity,急毒性,,2020-12-01
11547477,adapter brick,楔砖,,2020-12-01
11547478,adaptive immunity,适应性免疫,,2020-12-01
11547479,adaptor,接头,,2020-12-01
11547480,adaptor molecule,承接分子,,2020-12-01
11547481,adatom,吸附原子,,2020-12-01
11547482,addition agent,添加剂,,2020-12-01
11547483,addition polymer,加成聚合体,,2020-12-01
11547484,addition polymerization,加成聚合,,2020-12-01
11547485,additive,添加剂,,2020-12-01
11547486,additive process,添加法,,2020-12-01
11547487,adenosine diphosphate (ADP),二磷酸腺苷,,2020-12-01
11547488,adenosine monophosphate (AMP),单磷酸腺苷,,2020-12-01
11547489,adenosine triphosphate (ATP),三磷酸腺苷,,2020-12-01
11547490,adherence test,黏著试验,,2020-12-01
11547491,adherend,黏附体；黏著体；黏著物,,2020-12-01
11547492,adherens junction,黏著接合,,2020-12-01
11547493,adhesion,黏著；黏结,,2020-12-01
11547494,adhesion force,附著力,,2020-12-01
11547495,adhesion molecule,黏结分子,,2020-12-01
11547496,adhesion promoter,助黏剂；接著促进剂,,2020-12-01
11547497,adhesion protein,黏结蛋白,,2020-12-01
11547498,adhesion strength,附著强度,,2020-12-01
11547499,adhesion test,黏著试验；接著试验,,2020-12-01
11547500,adhesive,黏合剂；附著,,2020-12-01
11547501,adhesive composition,黏著剂组成,,2020-12-01
11547502,adhesive joint,黏著接点；黏著接合,,2020-12-01
11547503,adhesive mask technique,黏著遮罩技术,,2020-12-01
11547504,adhesive tape,黏胶带,,2020-12-01
11547505,adhesive-coated paper,黏著剂涂覆纸,,2020-12-01
11547506,adiabatic calorimeter,绝热卡计；绝热式量热计,,2020-12-01
11547507,adiabatic change,绝热变化,,2020-12-01
11547508,adiabatic compression,绝热压缩,,2020-12-01
11547509,adiabatic cracking,绝热裂解,,2020-12-01
11547510,adiabatic curve,绝热曲线,,2020-12-01
11547511,adiabatic deformation,绝热变形,,2020-12-01
11547512,adiabatic demagnetization,绝热去磁,,2020-12-01
11547513,adiabatic elasticity,绝热弹性,,2020-12-01
11547514,adiabatic equation,绝热方程式,,2020-12-01
11547515,adiabatic expansion,绝热膨胀,,2020-12-01
11547516,adiabatic gradient,绝热梯度,,2020-12-01
11547517,adiabatic heating,绝热加热,,2020-12-01
11547518,adiabatic invariance,绝热不变性,,2020-12-01
11547519,adiabatic invariant,绝热不变量,,2020-12-01
11547520,adiabatic potential,绝热电位；绝热位能,,2020-12-01
11547521,adiabatic principle,绝热原理,,2020-12-01
11547522,adiabatic process,绝热过程,,2020-12-01
11547523,adiabatic system,绝热系统,,2020-12-01
11547524,adiabatic true stress-strain curve,绝热真应力-应变曲线,,2020-12-01
11547525,adjustable die,可调模具,,2020-12-01
11547526,adjustable gauge,可调量规,,2020-12-01
11547527,adjustable mandrel,可调心轴,,2020-12-01
11547528,admiralty brass,海将黄铜,,2020-12-01
11547529,admiralty gun-metal,海将砲铜,,2020-12-01
11547530,admiralty metal,海将金属,,2020-12-01
11547531,admixture,掺和物,,2020-12-01
11547532,adobe,土砖；晒干砖,,2020-12-01
11547533,adsorbed film,吸附膜,,2020-12-01
11547534,adsorbed layer,吸附层,,2020-12-01
11547535,adsorption,吸附[作用],,2020-12-01
11547536,adsorption birefringence,吸附双折射,,2020-12-01
11547537,adsorption chromatography,吸附层析法,,2020-12-01
11547538,adsorption energy,吸附能,,2020-12-01
11547539,adsorption isotherm,吸附等温线,,2020-12-01
11547540,adularia,冰长石,,2020-12-01
11547541,advanced ceramics,精密陶瓷材料；尖端陶瓷材料,,2020-12-01
11547542,advanced gas-cooled reactor (AGR),进步型气冷反应器,,2020-12-01
11547543,advanced material,尖端材料；先进材料,,2020-12-01
11547544,aegirite,钝钠辉石,,2020-12-01
11547545,aerated concrete,充气混凝土,,2020-12-01
11547546,aeration,充气[法],,2020-12-01
11547547,aeration cell,充气电池,,2020-12-01
11547548,aerator,松砂机；充气器 ；通风装置,,2020-12-01
11547549,aerobic bacteria,好氧细菌,,2020-12-01
11547550,aeroclay,风簸黏土,,2020-12-01
11547551,aerogel,气凝胶,,2020-12-01
11547552,aerograph,喷雾器；喷气染色,,2020-12-01
11547553,aerolite,陨石,,2020-12-01
11547554,aerosol,气溶胶；气胶；雾剂,,2020-12-01
11547555,aerosol pyrolysis,气溶胶热解,,2020-12-01
11547556,aerosol reactor,气溶胶反应器,,2020-12-01
11547557,aerosol synthesis,气溶胶合成,,2020-12-01
11547558,aerosol-gel process,气溶胶凝胶制程,,2020-12-01
11547559,aerosol-spray coating,气溶胶喷涂；气溶胶喷涂层,,2020-12-01
11547560,aerospace application,太空用途,,2020-12-01
11547561,aerospace corrosion,太空腐蚀,,2020-12-01
11547562,aerospace material,太空材料,,2020-12-01
11547563,Aerospace Material Specification (AMS),太空材料规格｛美国｝,,2020-12-01
11547564,aerugo,铜绿,,2020-12-01
11547565,affinity,亲和性,,2020-12-01
11547566,affinity laws of pump,泵亲和定律,,2020-12-01
11547567,after blow,后期吹炼；后期吹风,,2020-12-01
11547568,after contraction,后收缩,,2020-12-01
11547569,afterchrome method,铬酸盐后处理法,,2020-12-01
11547570,after-treatment,后处理,,2020-12-01
11547571,agalmatolite,寿山石,,2020-12-01
11547572,agalmatolite brick,蜡石砖；寿山石砖,,2020-12-01
11547573,agar,洋菜；洋菜冻,,2020-12-01
11547574,agar-agar,洋菜；洋菜冻,,2020-12-01
11547575,agarose,洋菜糖；琼脂糖,,2020-12-01
11547576,agate,玛瑙,,2020-12-01
11547577,age,老化,,2020-12-01
11547578,age hardening,时效硬化,,2020-12-01
11547579,age resister,抗老剂,,2020-12-01
11547580,agglomerate,团粒；团聚粒,,2020-12-01
11547581,agglomerated structure,聚结组织,,2020-12-01
11547582,agglomerating,凝聚,,2020-12-01
11547583,agglomeration,凝聚；软凝聚；软聚结；软结块,,2020-12-01
11547584,aggregate,凝聚体；聚集体；团聚体；粒料；骨材；硬凝聚；硬聚结；硬结块,,2020-12-01
11547585,aggregate sculpture,凝聚体塑像,,2020-12-01
11547586,aging,老化；时效,,2020-12-01
11547587,aging crack,时效裂纹；时效裂痕,,2020-12-01
11547588,aging range,时效温度范围,,2020-12-01
11547589,aging test,老化试验；时效试验,,2020-12-01
11547590,agitation,搅拌,,2020-12-01
11547591,agitator,搅拌器,,2020-12-01
11547592,Ag-oxide-H2 cell,氧化银-氢气电池,,2020-12-01
11547593,A-grain,高铝颗粒,,2020-12-01
11547594,agricultural application,农业用途,,2020-12-01
11547595,agricultural steel,农具钢｛0.25%-0.5%C｝,,2020-12-01
11547596,aguadag,胶态石墨,,2020-12-01
11547597,Aharanov-Bohm effect,阿哈拉诺夫-玻姆效应,,2020-12-01
11547598,air,空气,,2020-12-01
11547599,air analysis,空气分析,,2020-12-01
11547600,air analyzer,空气分析器,,2020-12-01
11547601,air atomization,空气雾化,,2020-12-01
11547602,air belt,风带； 风箱,,2020-12-01
11547603,air bending,空中弯折,,2020-12-01
11547604,air blast,鼓风,,2020-12-01
11547605,air blast quenching,强风淬火,,2020-12-01
11547606,air blasting,鼓风,,2020-12-01
11547607,air box,风箱,,2020-12-01
11547608,air brick,通风砖,,2020-12-01
11547609,air bubble,空气气泡,,2020-12-01
11547610,air burner,喷灯,,2020-12-01
11547611,air carbon-arc cutting,空气碳弧切割,,2020-12-01
11547612,air chamber,气室,,2020-12-01
11547613,air channel,气路,,2020-12-01
11547614,air chuck,气动夹头,,2020-12-01
11547615,air classification,空气分级,,2020-12-01
11547616,air compression system,空气压缩系统,,2020-12-01
11547617,air compressor,空气压缩机,,2020-12-01
11547618,air contaminant,空气污染物,,2020-12-01
11547619,air content test,空气含量试验,,2020-12-01
11547620,air cooling,气冷；空冷,,2020-12-01
11547621,air deposited clay,风积黏土,,2020-12-01
11547622,air dried strength,风干强度,,2020-12-01
11547623,air dry,风干,,2020-12-01
11547624,air dry fiber,风干纤维,,2020-12-01
11547625,air duct,导气管,,2020-12-01
11547626,air entraining admixture,输气搀加物,,2020-12-01
11547627,air entraining agent,输气剂；拌沫剂,,2020-12-01
11547628,air entraining cement,拌沫水泥,,2020-12-01
11547629,air floated powder,风簸粉,,2020-12-01
11547630,air flue,空气道,,2020-12-01
11547631,air furnace,空气炉,,2020-12-01
11547632,air gap,空气隙,,2020-12-01
11547633,air gas furnace,煤气炉,,2020-12-01
11547634,air gauge,空气量规,,2020-12-01
11547635,air gun,气枪；空气枪,,2020-12-01
11547636,air hammer,空气槌,,2020-12-01
11547637,air hardening,风硬,,2020-12-01
11547638,air hardening steel,风硬钢,,2020-12-01
11547639,air hole,气孔,,2020-12-01
11547640,air leakage test,漏气试验,,2020-12-01
11547641,air line filter,风管过滤器,,2020-12-01
11547642,air melting,大气熔解,,2020-12-01
11547643,air meter,气量计,,2020-12-01
11547644,air nozzle,空气喷嘴,,2020-12-01
11547645,air patenting,空气韧化,,2020-12-01
11547646,air permeability,透气性,,2020-12-01
11547647,air pollutant,空气污染物,,2020-12-01
11547648,air port,通气口,,2020-12-01
11547649,air preheater,空气预热器,,2020-12-01
11547650,air pressure,气压,,2020-12-01
11547651,air quenching cooler,空气淬火冷却机,,2020-12-01
11547652,air rammer,气动撞槌,,2020-12-01
11547653,air seal,气封,,2020-12-01
11547654,air seasoning,大气季化,,2020-12-01
11547655,air separator,空气分离机,,2020-12-01
11547656,air set process,风硬[造模]法,,2020-12-01
11547657,air setting,[常温]空气自硬法,,2020-12-01
11547658,air shrinkage,风干收缩,,2020-12-01
11547659,air sieve,空气筛,,2020-12-01
11547660,air slide conveyor,滑运机,,2020-12-01
11547661,air toughening,空气韧化[法],,2020-12-01
11547662,air uptake,空气喉道,,2020-12-01
11547663,air vent,透气孔,,2020-12-01
11547664,air weight control,风量控制,,2020-12-01
11547665,air-acetylene,空气－乙炔,,2020-12-01
11547666,air-annealing,空气退火,,2020-12-01
11547667,air-borne sound absorption,空传吸音,,2020-12-01
11547668,aircomatic welding,气体自动[电弧]熔接,,2020-12-01
11547669,aircraft quality steel,航空级用钢,,2020-12-01
11547670,air-doctor coater,气动刮刀涂布机,,2020-12-01
11547671,air-dried sheet,风干片,,2020-12-01
11547672,air-driven  hammer,气动锤,,2020-12-01
11547673,air-drying paint,风干油漆,,2020-12-01
11547674,air-entrained concrete,伴沫混凝土,,2020-12-01
11547675,air-flow patterns,气流模式,,2020-12-01
11547676,air-guiding photonic bandgap fiber,气导型光子能隙纤维,,2020-12-01
11547677,air-hydrogen fuel cell battery,空气氢气燃料电池,,2020-12-01
11547678,air-knife coating,气动刮刀涂布,,2020-12-01
11547679,airless blast cleaner,离心喷砂机,,2020-12-01
11547680,airless blast cleaning,离心喷光法,,2020-12-01
11547681,airless spraying,无气喷涂,,2020-12-01
11547682,air-lift gravity drop hammer,气提自落槌,,2020-12-01
11547683,air-setting refractory,风凝耐火材,,2020-12-01
11547684,air-slaked lime,风化石灰,,2020-12-01
11547685,air-textured yarn,气撚纱,,2020-12-01
11547686,AISI-SAE code number,美国钢铁协会-美国工程师学会符号｛记号｝,,2020-12-01
11547687,alabaster,雪花石膏；纯白生石膏,,2020-12-01
11547688,alabaster glass,雪花玻璃,,2020-12-01
11547689,alabaster ware,雪花[骨灰]瓷,,2020-12-01
11547690,Albany glaze,阿邦尼釉,,2020-12-01
11547691,albata,洋银｛铜镍锌合金｝,,2020-12-01
11547692,albertite,黑沥青,,2020-12-01
11547693,albite,钠长石；曹长石；苏打长石,,2020-12-01
11547694,albumen,蛋白,,2020-12-01
11547695,albumin,白蛋白,,2020-12-01
11547696,Alcan,加拿大铝业公司,,2020-12-01
11547697,alchemy,炼丹术；炼金术,,2020-12-01
11547698,alclad,铝夹板；铝包层,,2020-12-01
11547699,alclad alloy,铝包层合金,,2020-12-01
11547700,Alcoa,美国铝业公司,,2020-12-01
11547701,alcogel,醇凝胶,,2020-12-01
11547702,alcohol,酒精,,2020-12-01
11547703,alcohol dehydrogenase,酒精脱氢酶；酒精去氢酶,,2020-12-01
11547704,alcohol sensor,酒精感测器,,2020-12-01
11547705,alcoholysis,醇解,,2020-12-01
11547706,alcove,流槽,,2020-12-01
11547707,aldehyde,醛,,2020-12-01
11547708,aldehyde peroxide,醛过氧化物,,2020-12-01
11547709,aldehyde polymer,醛类聚合物,,2020-12-01
11547710,aldehyde tannage,醛鞣法,,2020-12-01
11547711,aldehyde-amine reaction,醛胺反应,,2020-12-01
11547712,aldip process,浸铝法｛铝的热浸法｝,,2020-12-01
11547713,aldoketene,醛乙烯酮,,2020-12-01
11547714,aldolase,醛醇酶,,2020-12-01
11547715,aleuritic acid,紫胶桐酸；虫胶酸,,2020-12-01
11547716,Alfenide,镀银之镍银合金,,2020-12-01
11547717,alfenol,铝铁磁材｛含14-18%Al，其余为Fe，具高导磁率，低磁滞，优良耐氧化性｝,,2020-12-01
11547718,alfin catalysis,醇钠烯催化作用,,2020-12-01
11547719,alfin catalyst,醇类聚烯触媒,,2020-12-01
11547720,al-fin process,铝鳍法｛以铝镀覆钢面之热浸法｝,,2020-12-01
11547721,algae,藻,,2020-12-01
11547722,algin,海藻,,2020-12-01
11547723,alginate,褐藻酸盐,,2020-12-01
11547724,alginate fiber,海藻纤维,,2020-12-01
11547725,alginic acid,褐藻酸,,2020-12-01
11547726,alicyclic amine,脂环胺,,2020-12-01
11547727,alicyclic ring,脂环族环,,2020-12-01
11547728,aliphatic acid,脂族酸；脂肪酸,,2020-12-01
11547729,aliphatic amine,脂族胺,,2020-12-01
11547730,aliphatic azo compound,脂族偶氮化合物,,2020-12-01
11547731,aliphatic glycidyl ether,脂族环氧醚,,2020-12-01
11547732,aliphatic homopolyurea,脂族聚脲,,2020-12-01
11547733,aliphatic hydrocarbon,脂族烃,,2020-12-01
11547734,aliphatic olefin,脂族烯,,2020-12-01
11547735,aliphatic polyester resin,脂族聚酯树脂,,2020-12-01
11547736,aliphatic polyimide,脂族聚亚醯胺,,2020-12-01
11547737,aliphatic polyurethane,脂族聚胺甲酸乙酯,,2020-12-01
11547738,alite,矽酸三钙,,2020-12-01
11547739,alizarin maroon,茜素栗色,,2020-12-01
11547740,alkali,碱,,2020-12-01
11547741,alkali aging,碱性老化,,2020-12-01
11547742,alkali battery,碱性电池,,2020-12-01
11547743,alkali borohydride,硼氢化碱金属,,2020-12-01
11547744,alkali cellulose,碱化纤维素,,2020-12-01
11547745,alkali cement,高碱水泥,,2020-12-01
11547746,alkali cleaning,碱洗,,2020-12-01
11547747,alkali curing,碱性硬化,,2020-12-01
11547748,alkali embrittlement,碱脆性,,2020-12-01
11547749,alkali halide,碱金属卤化物,,2020-12-01
11547750,alkali metal,碱金属,,2020-12-01
11547751,alkali metal acetylider,乙炔化金属,,2020-12-01
11547752,alkali metal carboxylate,羧酸碱金属盐,,2020-12-01
11547753,alkali metal catalyst,碱金属触媒,,2020-12-01
11547754,alkali metal fulleride,碱金属富勒稀盐,,2020-12-01
11547755,alkali metal-ammonia,氨碱金属,,2020-12-01
11547756,alkali-aggregate expansion inhibitor,碱性骨材膨胀抑制剂,,2020-12-01
11547757,alkali-aggregate reaction,碱性骨材反应,,2020-12-01
11547758,alkali-catalyzed reaction,碱触媒反应,,2020-12-01
11547759,alkaline catalysis,碱性催化作用,,2020-12-01
11547760,alkaline cleaning,碱洗,,2020-12-01
11547761,alkaline degradation,碱性降解,,2020-12-01
11547762,alkaline earth compound,碱土化合物,,2020-12-01
11547763,alkaline earth metal,碱土金属,,2020-12-01
11547764,alkaline earth sulfide,碱土硫化物,,2020-12-01
11547765,alkaline electrolyte,碱性电解质,,2020-12-01
11547766,alkaline falling film fuel cell (AFFFC),碱性降膜燃料电池；碱性落膜燃料电池,,2020-12-01
11547767,alkaline falling film fuel cell (FFFC),碱性降膜燃料电池,,2020-12-01
11547768,alkaline fuel cell (AFC),碱性燃料电池,,2020-12-01
11547769,alkaline glaze,碱性釉,,2020-12-01
11547770,alkaline hydrogen oxygen cell,碱性氢氧电池,,2020-12-01
11547771,alkaline hydrolysis,碱性水解,,2020-12-01
11547772,alkaline metal-air cell,碱性金属-空气电池,,2020-12-01
11547773,alkaline MnO2 battery,碱性二氧化锰电池,,2020-12-01
11547774,alkalinity,碱度,,2020-12-01
11547775,alkane thiol surfactant,烷烃硫醇表面活性剂,,2020-12-01
11547776,alkanethiol,烷烃硫醇,,2020-12-01
11547777,alkanethiolate,烷烃硫醇盐,,2020-12-01
11547778,alkoxide,醇盐,,2020-12-01
11547779,alkyl thiol,烷基硫醇,,2020-12-01
11547780,all-base furnace,全碱性炉,,2020-12-01
11547781,allergen,过敏原,,2020-12-01
11547782,allergy,过敏性,,2020-12-01
11547783,alligator effect,鳄皮状效应｛晶体之塑性变形而产生表面粗糙之金属片｝,,2020-12-01
11547784,alligator shear,鳄嘴剪机,,2020-12-01
11547785,alligator skin,鳄皮状表面,,2020-12-01
11547786,all-mine pig-iron,原矿生铁,,2020-12-01
11547787,allogeneic cell,异体细胞,,2020-12-01
11547788,allograft,[同种]异体移植；[同种]异体移植物,,2020-12-01
11547789,allomeric,同晶异质,,2020-12-01
11547790,allomorphous,同质异晶,,2020-12-01
11547791,allophane,铝英石,,2020-12-01
11547792,allosteric inhibition,异位抑制,,2020-12-01
11547793,allotriomorphic crystal,同素他形晶体,,2020-12-01
11547794,allotrope,同素异形体,,2020-12-01
11547795,allotropic transformation,同素异形转变；同素异形变态,,2020-12-01
11547796,allotropy,同素异形,,2020-12-01
11547797,allowable stress,容许应力,,2020-12-01
11547798,allowance,裕度,,2020-12-01
11547799,allowed band,容许带,,2020-12-01
11547800,alloy,合金,,2020-12-01
11547801,alloy carbide,合金碳化物,,2020-12-01
11547802,alloy cast iron,合金铸铁,,2020-12-01
11547803,alloy element,合金元素,,2020-12-01
11547804,alloy interconnect,合金连接材,,2020-12-01
11547805,alloy pig iron,合金生铁,,2020-12-01
11547806,alloy plating,合金电镀；合金镀膜,,2020-12-01
11547807,alloy powder,合金粉末,,2020-12-01
11547808,alloy steel,合金钢,,2020-12-01
11547809,alloy steel casting,合金钢铸件,,2020-12-01
11547810,alloy strip,合金[钢]带；合金带,,2020-12-01
11547811,alloy tool steel,合金工具钢,,2020-12-01
11547812,alloys shape memory effect (SME),形状记忆合金,,2020-12-01
11547813,alluvial clay,冲积黏土,,2020-12-01
11547814,alluvial deposits,冲积沉积物,,2020-12-01
11547815,almandine,铁铝榴石,,2020-12-01
11547816,alnico,亚力可｛铝镍钴磁铁｝,,2020-12-01
11547817,alnico alloy,亚力可合金,,2020-12-01
11547818,aloxite,刚铝石；铝砂,,2020-12-01
11547819,Alpha atom,α原子,,2020-12-01
11547820,alpha brass,α黄铜,,2020-12-01
11547821,alpha bronze,α青铜,,2020-12-01
